Designation (and name),Prov.Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,Discovery date,site,discoverer(s)
,2000 SS331,30.481,96.885,9.5,20000913,360,272.8,146.7,3,0.521,63.683,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 SR331,31.166,80.081,8.9,20160113,8.1,239.5,194.7,4.3,0.44,55.623,4,MPO 331226,9/23/2000,568,B. Gladman
,2000 SQ331,20.473,119,10.7,20000913,360,332.5,86,5.4,0.707,69.807,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 SM331,32.3,82.417,9,20000913,360,346.3,72.3,12,0.437,57.358,( 1d),MPO 6409,9/23/2000,568,B. Gladman
,2000 QK226,37.233,96.756,8.9,20000824,360,180.5,158.2,24.9,0.444,66.994,( 5d),MPO 41668,8/29/2000,809,"O. R. Hainaut, C. E. Delahodde"
,2000 PS30,34.981,93.94,8.8,20000804,0,243.5,72.9,2.8,0.457,64.46,( 1d),MPO 4979,8/7/2000,809,"B. Gladman, J.-M. Petit"
,2000 PH30,38.303,114,7.8,20160113,346.6,241.7,127.2,8.1,0.497,76.209,4,MPO 137919,8/5/2000,568,M. J. Holman
,2000 PF30,37.839,114,7.9,20160113,18.4,336.9,293.7,6.3,0.503,76.099,4,MPO 157344,8/5/2000,568,M. J. Holman
,2000 PE30,35.668,72.575,6.1,20160113,27.9,146.9,127.4,18.4,0.341,54.122,7,MPO 224582,8/5/2000,568,M. J. Holman
,2000 GQ148,5.085,7.313,13.2,20160113,20,145.7,354.3,17.1,0.18,6.199,6,MPO 339367,4/5/2000,704,LINEAR
,2000 GK147,30.963,83.714,9.2,20000406,13.4,141.9,1.6,6.1,0.46,57.338,( 35d),MPO 104136,4/2/2000,568,"C. A. Trujillo, S. S. Sheppard, D. C. Jewitt"
,2000 GM137,6.933,8.836,14.4,20160113,228.1,122.7,89.7,15.8,0.121,7.885,4,MPO 315178,4/2/2000,568,"S. S. Sheppard, D. C. Jewitt, C. A. Trujillo"
,2000 FZ53,12.384,35.22,11.4,20160113,76,291.6,202.3,34.8,0.48,23.802,3,MPO 41625,3/31/2000,568,"S. S. Sheppard, D. C. Jewitt, C. A. Trujillo"
,2000 CQ105,34.723,80.355,6.1,20160113,321.6,102.5,130.6,19.6,0.397,57.539,5,MPO 339366,2/5/2000,695,M. W. Buie
,2000 CP105,34.478,132,7.7,20000206,359.7,1.9,133.1,19.4,0.585,83.164,( 21d),MPC 39601,2/5/2000,695,M. W. Buie
,2000 CO104,20.633,27.839,10,20160113,58.1,139.4,353.2,3.1,0.149,24.236,4,MPO 339366,2/6/2000,695,M. W. Buie
,1999 RJ215,34.665,83.122,7.4,20160113,7.2,43.6,315,19.7,0.411,58.893,5,MPO 230178,9/7/1999,568,"C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 RZ214,36.658,132,7.8,20160113,17.3,114.1,214.5,20.5,0.564,84.124,4,MPO 357106,9/6/1999,568,"C. A. Trujillo, J. X. Luu, D. C. Jewitt"
,1999 RU214,36.535,74.425,7.3,20160113,54.9,107,137.9,4.3,0.341,55.48,4,MPO 230178,9/6/1999,568,"C. A. Trujillo, D. C. Jewitt, J. X. Luu"
,1999 JV127,10.719,22.729,10.4,19990502,179.4,0.1,3.1,25.5,0.359,16.724,( 8d),MPC 35120,5/10/1999,807,"R. L. Allen, G. Bernstein"
,1999 HD12,8.939,34.15,12.8,20160113,83.4,289.5,177.5,10.1,0.585,21.544,( 50d),MPO 261750,4/17/1999,695,"M. W. Buie, R. L. Millis"
,1999 DP8,34.741,197,8.9,19990211,13.9,283.5,136.9,38.4,0.7,116,( 1d),MPC 38800,2/16/1999,568,"B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 DG8,33.012,131,8.1,19990211,33.6,72.7,323,40,0.598,82.215,( 1d),MPC 35444,2/16/1999,568,"B. Gladman, J. J. Kavelaars, A. Morbidelli, M. J. Holman"
,1999 CF119,38.717,142,7.2,20160113,2.2,200.2,303.4,19.7,0.572,90.372,7,MPO 357106,2/11/1999,568,"J. X. Luu, C. A. Trujillo, D. C. Jewitt"
,1999 CZ118,37.536,201,7.9,20160113,355.8,236.3,345.1,27.7,0.686,119,4,MPO 140084,2/10/1999,568,"D. C. Jewitt, C. A. Trujillo, J. X. Luu"
,1999 CY118,34.62,149,8.7,20160113,4.2,15.2,163.1,25.5,0.624,92.005,5,MPO 357105,2/10/1999,568,"D. C. Jewitt, C. A. Trujillo, J. X. Luu"
,1998 XY95,37.235,92.202,6.2,20160113,348.8,89.8,47.4,6.7,0.425,64.718,5,MPO 206039,12/12/1998,950,"A. Fitzsimmons, E. Fletcher"
,1996 RX33,19.009,28.728,9.3,19960914,0,200.5,145.4,9.4,0.204,23.868,( 13d),MPO 3876,9/8/1996,691,A. Gleason
,1996 AS20,13.565,58.009,9.3,19960118,9.7,265.5,183.7,10.6,0.621,35.787,( 13d),MPO 6192,1/14/1996,691,A. Gleason
,1996 AR20,5.703,24.893,14,20160113,128.8,108.4,329.9,6.2,0.627,15.298,( 13d),MPO 261748,1/12/1996,691,A. Gleason
,1995 SN55,7.938,39.19,6,19950920,180.2,49.3,144.6,5,0.663,23.564,( 36d),MPC 35068,9/20/1995,691,A. Gleason
,1994 TA,11.744,21.814,11.5,20160113,165.1,153.7,137.7,5.4,0.3,16.779,5,MPC 33073,10/2/1994,568,"J. Chen, D. C. Jewitt"
-451657,2012 WD36,37.375,116,6.9,20160113,336.8,293.9,177.4,23.7,0.511,76.45,5,MPO 361083,11/19/2012,* W8,4 DECam
-449097,2012 UT68,12.62,27.915,9.5,20160113,8.8,6.1,43.9,15.4,0.377,20.267,4,MPO 357094,10/22/2011,* F5,1 Mt. Lemmon Survey
-447178,2005 RO43,13.857,44.04,7.3,20160113,324.3,326.4,198.3,35.5,0.521,28.948,9,MPO 357070,9/3/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-445473,2010 VZ98,34.322,271,5.1,20160113,357.7,313.9,117.4,4.5,0.776,153,6,MPO 353563,11/11/2010,* 80,"9 D. L. Rabinowitz, M. Schwamb, S. Tourtellotte"
-437360,2013 TV158,36.455,185,6.3,20160113,358,232.2,181.1,31.2,0.671,111,4,MPO 357018,8/12/2013,* W8,4 Pan-STARRS 1
-437313,2013 EK73,5.392,20.702,13.2,20160113,17.3,49.5,141.2,9,0.587,13.047,4,MPO 342199,2/24/2012,* G9,6 Mt. Lemmon Survey
-434390,2005 CH81,37.632,73.928,8.2,20160113,8.8,15.8,122.8,5.1,0.325,55.78,5,MPO 335527,2/10/2005,* 56,8 Canada-France Ecliptic Plane Survey
-433873,2015 BQ311,5.058,9.188,12.3,20160113,157.3,221.7,117,24.5,0.29,7.123,10,MPO 339364,6/3/2006,* F5,1 Mt. Lemmon Survey
-427507,2002 DH5,14.006,30.234,10.1,20160113,60.6,328.2,156.9,22.5,0.367,22.12,5,MPO 327345,2/20/2002,691,Spacewatch
-418993,2009 MS9,11.002,684,9.9,20160113,0.2,128.7,220.2,68.1,0.968,348,5,MPO 360982,6/25/2009,568,"J.-M. Petit, B. Gladman, J. J. Kavelaars"
-413666,2005 VJ119,11.274,59.679,10.7,20160113,12,246,301.4,7,0.682,35.477,7,MPO 311735,11/7/2005,568,F. Bernardi
-395699,2012 GN12,9.461,20.858,10.7,20160113,36.9,171.9,350.8,12.6,0.376,15.159,9,MPO 339282,1/1/2008,* F5,1 Spacewatch
-389820,2011 WU92,5.56,12.308,13.1,20160113,32.3,23,101.4,6.4,0.378,8.934,5,MPO 339267,10/12/2010,* 69,1 Mt. Lemmon Survey
-386968,2012 BR61,11.676,31.849,9.5,20160113,357.6,158.1,24.4,2,0.463,21.762,6,MPO 339250,12/30/2008,* 69,1 Spacewatch
-385607,2005 EO297,41.187,85.556,7.2,20160113,13.7,349.7,144,25,0.35,63.371,5,MPO 282101,3/11/2005,695,M. W. Buie
-385528,2004 OR15,37.174,74.955,7.5,20160113,6.9,12.6,285.2,6.9,0.337,56.065,6,MPO 282079,7/22/2004,568,Canada-France Ecliptic Plane Survey
-382004,2010 RM64,6.171,33.649,11.2,20160113,13.1,291.8,113.9,27,0.69,19.91,6,MPO 360826,9/9/2010,809,"D. L. Rabinowitz, M. Schwamb, S. Tourtellotte"
-353222,2009 YD7,13.384,239,10,20160113,0.5,326.9,126.1,30.8,0.894,126,4,MPO 249684,12/16/2009,809,D. L. Rabinowitz
-349933,2009 YF7,6.511,17.734,10.9,20160113,337.6,89.3,97.5,31,0.463,12.122,5,MPO 356812,12/19/2009,809,D. L. Rabinowitz
(346889) Rhiphonos,2009 QV38,6.026,15.6,11.8,20160113,59.5,13.6,11.5,19.9,0.443,10.813,5,MPO 353097,8/28/2009,114,T. V. Kryachko
-342842,2008 YB3,6.503,16.741,9.3,20160113,44.2,330.9,112.5,105,0.44,11.622,6,MPO 334845,12/18/2008,E12,Siding Spring Survey
-341275,2007 RG283,15.265,24.558,8.6,20160113,331.7,149.6,311.9,28.8,0.233,19.912,8,MPO 321808,9/15/2007,675,Palomar
-336756,2010 NV1,9.41,637,10.6,20160113,0.3,132.9,136.2,140.8,0.971,323,7,MPO 345897,7/1/2010,C51,WISE
-332685,2009 HH36,7.04,18.277,10.9,20160113,18.9,240,72.2,23.3,0.444,12.658,7,MPO 348938,4/19/2009,691,Spacewatch
(330836) Orius,2009 HW77,12.463,30.562,9.9,20160113,32.3,140.7,50.4,17.9,0.421,21.512,7,MPO 339002,4/25/2009,69,"K. Cernis, I. Eglitis"
-328884,2010 LJ109,9.104,17.325,10.2,20160113,44.7,136.2,41.6,24.8,0.311,13.214,6,MPO 297635,2/17/2010,* C5,1 Mt. Lemmon Survey
-316179,2010 EN65,21.137,40.596,6.9,20160113,43.1,226,234.4,19.2,0.315,30.866,12,MPO 260660,3/7/2010,809,"D. Rabinowitz, S. Tourtellotte"
-315898,2008 QD4,5.453,11.364,11.3,20160113,79.7,68.9,344.7,42,0.351,8.409,7,MPO 338977,8/25/2008,J75,OAM
-310071,2010 KR59,13.002,47.561,7.8,20160113,12.6,108.6,46.8,19.6,0.571,30.282,8,MPO 338972,5/18/2010,C51,WISE
-309741,2008 UZ6,10.584,44.265,10.7,20160113,11.6,200,240.7,35.8,0.614,27.425,5,MPO 264777,10/22/2008,691,Spacewatch
-309737,2008 SJ236,6.181,15.765,12.3,20160113,61.2,183.4,234.5,6,0.437,10.973,8,MPO 288199,9/29/2008,691,Spacewatch
-309239,2007 RW10,21.116,39.202,6.6,20160113,67,95.7,187.1,36.2,0.3,30.159,8,MPO 338971,9/9/2007,675,Palomar
-309139,2006 XQ51,9.93,21.855,9.8,20160113,74.2,134.9,233.9,31.6,0.375,15.893,7,MPO 288199,12/14/2006,G96,Mt. Lemmon Survey
-308933,2006 SQ372,24.155,1445,8,20160113,0.2,122.3,197.3,19.5,0.967,735,5,MPO 338971,9/27/2006,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-307982,2004 PG115,36.379,143,4.8,20160113,5.5,75.5,230.4,16.3,0.593,89.46,7,MPO 352885,8/4/2004,644,Palomar
-305543,2008 QY40,36.814,86.367,5.2,20160113,354.3,331.9,43.2,25.2,0.402,61.59,4,MPO 209375,8/25/2008,675,"M. E. Schwamb, M. E. Brown, D. Rabinowitz"
-303775,2005 QU182,36.828,184,3.5,20160113,13.9,223.7,78.4,14,0.667,111,10,MPO 208925,8/30/2005,644,Palomar
-281371,2008 FC76,10.174,19.211,9.2,20160113,11.6,142,245.7,27.1,0.308,14.693,8,MPO 360409,3/31/2008,G96,Mt. Lemmon Survey
-250112,2002 KY14,8.627,16.484,9.7,20160113,53.9,99.5,245.4,19.5,0.313,12.556,10,MPO 360276,5/19/2002,675,"C. A. Trujillo, M. E. Brown"
-248835,2006 SX368,11.956,32.094,9.5,20160113,19.7,70.6,280.1,36.3,0.457,22.025,7,MPO 241561,9/16/2006,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-241097,2007 DU112,9.033,72.532,11.1,20160113,13.1,348.6,187,15.7,0.779,40.782,5,MPO 175808,2/23/2007,691,Spacewatch
-229762,2007 UK126,37.481,110,3.5,20160113,342.7,346.6,131.3,23.3,0.491,73.597,14,MPO 352416,10/19/2007,675,Palomar
-225088,2007 OR10,33.006,101,2.5,20160113,104.1,206.8,336.8,30.9,0.507,66.925,9,MPO 352393,7/17/2007,675,"M. E. Schwamb, M. E. Brown, D. Rabinowitz"
-187661,2007 JG43,14.255,33.662,9.3,20160113,26.9,173.6,62.5,33.1,0.405,23.959,6,MPO 138800,5/10/2007,675,"M. E. Schwamb, M. E. Brown, D. Rabinowitz"
-184212,2004 PB112,35.341,177,7.3,20160113,1.4,3.7,356.8,15.5,0.667,106,5,MPO 338424,8/13/2004,807,M. W. Buie
-183964,2004 DJ71,32.74,74.548,7.4,20160113,360,56.4,101.6,11.3,0.39,53.644,6,MPO 157328,2/26/2004,695,M. W. Buie
-182933,2002 GZ31,38.391,62.919,6.4,20160113,336.7,163.5,117.2,1.1,0.242,50.655,5,MPO 186770,4/6/2002,807,M. W. Buie
-182397,2001 QW297,39.345,63.55,5.9,20160113,66.7,107.4,141.1,17.1,0.235,51.448,5,MPO 157328,8/20/2001,807,M. W. Buie
-182223,2000 YC2,36.103,80.774,7.5,20160113,30.5,146.3,227.7,19.9,0.382,58.438,4,MPO 136227,12/17/2000,695,"M. J. Holman, B. Gladman, T. Grav"
-181902,1999 RD215,37.602,205,7.4,20160113,7.3,138.1,210.3,26,0.69,121,4,MPO 136118,9/6/1999,568,"C. A. Trujillo, J. X. Luu, D. C. Jewitt"
-181874,1999 HW11,39.19,66.936,6.8,20160113,40.3,324.9,198.4,17.2,0.261,53.063,5,MPO 186768,4/18/1999,695,Kitt Peak
-181867,1999 CV118,37.605,68.807,7.4,20160113,30.9,149,305.6,5.5,0.293,53.206,6,MPO 338413,2/10/1999,568,"D. C. Jewitt, C. A. Trujillo, J. X. Luu"
-160427,2005 RL43,23.476,25.481,8.3,20160113,73.8,169.4,162.7,12.3,0.041,24.479,8,MPO 359833,9/3/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-160148,2001 KV76,34.389,106,7.8,20160113,353.6,228.7,39.6,15.3,0.509,69.988,4,MPO 121425,5/24/2001,807,M. W. Buie
-149560,2003 QZ91,21.674,61.044,8.1,20160113,33.3,136.9,130.9,34.9,0.476,41.359,4,MPO 157316,8/24/2003,807,M. W. Buie
-148975,2001 XA255,9.336,48.729,11.1,20160113,12.8,90.5,105.9,12.6,0.678,29.033,9,MPO 232108,12/9/2001,568,"D. C. Jewitt, S. S. Sheppard, J. Kleyna"
-148209,2000 CR105,44.286,411,6.3,20160113,5.3,317.2,128.2,22.7,0.806,228,6,MPO 338257,2/6/2000,695,M. W. Buie
-145486,2005 UJ438,8.281,27.263,10.8,20160113,26.5,208.5,263,3.8,0.534,17.772,13,MPO 333906,10/28/2005,691,Spacewatch
-145480,2005 TB190,46.197,104,4.6,20160113,359.5,171.5,180.4,26.5,0.385,75.159,11,MPO 356071,10/11/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-145474,2005 SA278,33.014,151,6.2,20160113,351.4,277.2,170.4,16.3,0.642,92.118,10,MPO 338242,9/27/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-145451,2005 RM43,35.128,146,4.4,20160113,4.6,318.5,84.6,28.8,0.611,90.409,14,MPO 359745,9/9/2005,705,"A. C. Becker, A. W. Puckett, J. Kubica"
-143707,2003 UY117,32.478,78.138,6.1,20160113,9.9,112.5,265.2,7.5,0.413,55.308,9,MPO 320560,10/22/2003,691,Spacewatch
-136204,2003 WL7,14.966,25.453,8.6,20160113,18.5,71.1,4.8,11.2,0.259,20.21,11,MPO 320501,11/16/2003,291,Spacewatch
(136199) Eris,2003 UB313,37.767,97.614,-1.2,20160113,204.5,151.2,35.9,44.1,0.442,67.69,24,MPO 359694,10/21/2003,644,"M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
-136120,2003 LG7,32.398,92.603,7.9,20160113,14.2,342.1,238.3,20.1,0.482,62.501,5,MPO 351816,6/1/2003,807,M. W. Buie
-135571,2002 GG32,35.875,75.157,7.2,20160113,353.5,230.6,35.7,14.7,0.354,55.516,4,MPO 157308,4/8/2002,807,M. W. Buie
-134210,2005 PQ21,37.614,85.557,6.8,20160113,6.3,22,316.4,6.5,0.389,61.585,7,MPO 338171,8/9/2005,807,Cerro Tololo
-131696,2001 XT254,35.892,70.888,7.4,20160113,360,133.3,359.6,0.5,0.328,53.39,5,MPO 273203,12/9/2001,568,"S. S. Sheppard, J. Kleyna, D. C. Jewitt"
-127546,2002 XU93,21.006,114,8,20160113,4.7,28.2,90.3,77.9,0.69,67.734,7,MPO 198805,12/4/2002,695,M. W. Buie
-126619,2002 CX154,38.029,107,7.1,20160113,12.5,161.8,346.9,15.9,0.474,72.295,5,MPO 140080,2/6/2002,695,M. W. Buie
-121725,1999 XX143,9.72,26.273,8.6,20160113,200.7,215.8,103.8,6.8,0.46,17.996,5,MPO 338109,12/13/1999,696,C. W. Hergenrother
-120061,2003 CO1,10.911,30.635,8.9,20160113,35.6,116.3,78.5,19.7,0.475,20.773,10,MPO 338101,2/1/2003,644,NEAT
-119976,2002 VR130,14.766,33.237,11.1,20160113,32.1,219.1,181.9,3.5,0.385,24.001,6,MPO 351693,11/7/2002,695,M. W. Buie
-119878,2002 CY224,35.325,73.383,6.1,20160113,22.2,152.2,317,15.7,0.35,54.354,7,MPO 338100,2/7/2002,695,M. W. Buie
-119315,2001 SQ73,14.428,20.5,9.6,20160113,113.3,304,16.3,17.4,0.174,17.464,5,MPO 157301,9/19/2001,691,Spacewatch
-119068,2001 KC77,35.384,75.17,6.7,20160113,13.4,179.8,57.8,12.9,0.36,55.277,4,MPO 88168,5/23/2001,807,M. W. Buie
-118702,2000 OM67,39.165,156,6.8,20160113,10.2,348.4,327.2,23.4,0.598,97.367,5,MPO 157301,7/31/2000,807,"M. W. Buie, S. D. Kern"
-95626,2002 GZ32,18.016,28.263,7.1,20160113,348.8,154.8,107.2,15,0.221,23.14,15,MPO 341263,4/13/2002,568,Mauna Kea
-95625,2002 GX32,33.084,73.644,7.4,20160113,17.6,185.8,28.1,13.9,0.38,53.364,5,MPO 157288,4/8/2002,807,"M. W. Buie, A. B. Jordan, J. L. Elliot"
-91554,1999 RZ215,30.936,170,7.9,20160113,6.2,335.4,341.7,25.6,0.693,101,6,MPO 157287,9/8/1999,568,"J. X. Luu, C. A. Trujillo, D. C. Jewitt"
(90377) Sedna,2003 VB12,76.045,939,1.6,20160113,358.1,311.5,144.5,11.9,0.85,507,13,MPO 359374,11/14/2003,675,"M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
-88269,2001 KF77,19.787,32.203,9.5,20160113,356.5,266,14.5,4.4,0.239,25.995,5,MPO 157286,5/22/2001,807,M. W. Buie
-87555,2000 QB243,15.2,54.33,8.3,20160113,41.7,284.1,330.2,6.8,0.563,34.765,5,MPO 164103,8/25/2000,807,Cerro Tololo
-87269,2000 OO67,20.773,1015,9.2,20160113,0.3,212.3,142.4,20.1,0.96,518,5,MPO 157286,7/29/2000,807,Cerro Tololo
-84522,2002 TC302,38.976,71.562,3.8,20160113,322.1,87.1,23.9,35.1,0.295,55.269,11,MPO 355722,10/9/2002,644,Palomar
(83982) Crantor,2002 GO9,14.017,24.779,8.8,20160113,57.5,92.7,117.4,12.8,0.277,19.398,9,MPO 302490,4/12/2002,644,NEAT
-82158,2001 FP185,34.252,417,6.2,20160113,1.3,7,179.3,30.8,0.848,226,8,MPO 337875,3/26/2001,695,M. W. Buie
-82155,2001 FZ173,32.402,141,6.1,20160113,2.3,199.3,2.4,12.7,0.627,86.855,7,MPO 337875,3/24/2001,691,Spacewatch
-82075,2000 YW134,41.241,75.224,4.9,20160113,29.6,317.1,126.9,19.8,0.292,58.232,9,MPO 351420,12/26/2000,691,Spacewatch
-79978,1999 CC158,39.208,69.322,5.7,20160113,42.1,102.6,337,18.7,0.277,54.265,8,MPO 337859,2/15/1999,568,"D. C. Jewitt, C. A. Trujillo, J. X. Luu, S. S. Sheppard"
-73480,2002 PN34,13.314,48.257,8.5,20160113,29.9,358.1,299.2,16.6,0.568,30.785,10,MPO 313943,8/6/2002,644,NEAT
-69988,1998 WA31,31.534,78.442,7.4,20160113,43.4,309.4,20.8,9.5,0.427,54.988,5,MPO 337790,11/18/1998,695,M. W. Buie
(65489) Ceto,2003 FX128,17.85,188,6.4,20160113,9.1,320.1,171.9,22.3,0.826,103,14,MPO 337762,3/22/2003,644,"C. A. Trujillo, M. E. Brown"
-63252,2001 BL41,6.864,12.61,11.7,20160113,213.2,132.3,281,12.5,0.295,9.737,4,MPO 45478,1/19/2001,691,Spacewatch
-60621,2000 FE8,33.11,78.604,6.9,20160113,28.9,143.9,3.9,5.9,0.407,55.857,5,MPO 157275,3/27/2000,568,"J. J. Kavelaars, B. Gladman, J.-M. Petit, M. J. Holman"
-60608,2000 EE173,22.597,77.206,8.5,20160113,8.9,235.7,294,5.9,0.547,49.902,7,MPO 337733,3/3/2000,695,"J. X. Luu, C. A. Trujillo, W. Evans"
(60558) Echeclus,2000 EC98,5.817,15.544,9.6,20160113,7.5,162.9,173.3,4.3,0.455,10.68,17,MPO 359158,3/3/2000,691,Spacewatch
-60458,2000 CM114,35.498,84.822,6.7,20160113,340.6,251,312.3,19.7,0.41,60.16,7,MPO 337732,2/5/2000,695,M. W. Buie
(55576) Amycus,2002 GB10,15.178,35.017,7.8,20160113,37,239.2,315.5,13.4,0.395,25.097,9,MPO 130071,4/8/2002,644,NEAT
(54598) Bienor,2000 QC243,13.157,19.802,7.5,20160113,295.2,153.1,337.9,20.8,0.202,16.48,16,MPO 359113,8/27/2000,807,Deep Ecliptic Survey
-54520,2000 PJ30,28.512,217,8,20160113,11.5,303.4,293.3,5.7,0.767,123,4,MPO 39448,8/5/2000,568,M. J. Holman
(52975) Cyllarus,1998 TF35,16.322,36.07,9.4,20160113,70.8,301.3,52,12.6,0.377,26.196,5,MPO 157273,10/12/1998,691,N. Danzl
(52872) Okyrhoe,1998 SG35,5.788,10.908,10.8,20160113,118.9,337.8,173,15.7,0.307,8.348,15,MPO 263768,9/19/1998,691,Spacewatch
(49036) Pelion,1998 QM107,17.221,22.627,10.4,20160113,94.9,152.1,127,9.3,0.136,19.924,6,MPO 157272,8/21/1998,568,"R. J. Whiteley, D. J. Tholen"
-48639,1995 TL8,40.088,64.552,5.4,20160113,42.7,83.9,260.8,0.2,0.234,52.32,6,MPO 153992,10/15/1995,691,A. Gleason
-44594,1999 OX3,17.574,46.59,7.3,20160113,343.9,144.6,259.2,2.6,0.452,32.082,13,MPO 355461,7/21/1999,568,"J. J. Kavelaars, B. Gladman, M. J. Holman, J.-M. Petit"
(42355) Typhon,2002 CR46,17.546,58.983,7.5,20160113,14.6,159.3,351.9,2.4,0.541,38.265,16,MPO 337598,2/5/2002,644,NEAT
-42301,2001 UR163,36.838,65.901,4.5,20160113,77.6,342.3,302.1,0.8,0.283,51.37,10,MPO 337598,10/21/2001,695,Deep Ecliptic Survey
-38084,1999 HB12,32.57,79.65,7.4,20160113,357.5,66.3,166.3,13.1,0.42,56.11,7,MPO 358978,4/18/1999,695,"M. W. Buie, R. Millis"
-33128,1998 BU48,20.655,46.228,7.1,20160113,71.2,283.2,132.7,14.2,0.382,33.441,6,MPO 355375,1/22/1998,691,N. Danzl
(32532) Thereus,2001 PT13,8.569,12.744,9.1,20160113,175.7,86.4,205.3,20.4,0.196,10.657,16,MPO 351055,8/9/2001,644,NEAT
(31824) Elatus,1999 UG5,7.329,16.303,10.1,20160113,155.8,281.9,87.1,5.2,0.38,11.816,11,MPO 257086,10/29/1999,703,CSS
-29981,1999 TD10,12.317,180,8.7,20160113,6.2,172.6,184.8,6,0.872,96.144,9,MPO 337509,10/3/1999,691,Spacewatch
-26375,1999 DE9,32.342,79.668,5,20160113,25.4,160.2,322.9,7.6,0.423,56.005,10,MPO 337482,2/20/1999,695,"C. A. Trujillo, J. X. Luu"
-26181,1996 GQ21,38.239,151,5.2,20160113,10.2,356.6,194.1,13.3,0.595,94.5,11,MPO 186517,4/12/1996,691,N. Danzl
-15874,1996 TL66,35.057,132,5.4,20160113,6.8,184.8,217.8,24,0.58,83.417,11,MPO 244327,10/9/1996,568,"C. A. Trujillo, D. C. Jewitt, J. X. Luu, J. Chen"
(10370) Hylonome,1995 DW2,18.852,31.299,8.6,20160113,59.2,6.3,178.1,4.1,0.248,25.075,6,MPO 186498,2/27/1995,568,"D. C. Jewitt, J. X. Luu"
(10199) Chariklo,1997 CU26,13.066,18.511,6.6,20160113,68.9,242.2,300.4,23.4,0.172,15.789,18,MPO 340772,2/15/1997,691,Spacewatch
(8405) Asbolus,1995 GO,6.844,29.128,9.1,20160113,63.6,290.2,6.2,17.6,0.619,17.986,16,MPO 210403,4/5/1995,691,Spacewatch
(7066) Nessus,1993 HA2,11.757,37.251,9.6,20160113,71,170.4,31.2,15.7,0.52,24.504,9,MPO 135426,4/26/1993,691,Spacewatch
(5145) Pholus,1992 AD,8.701,32.032,7.1,20160113,95.1,355.1,119.3,24.7,0.573,20.367,21,MPO 337296,1/9/1992,691,Spacewatch
(2060) Chiron,1977 UB,8.418,18.856,6,20160113,142.2,339.5,209.2,6.9,0.383,13.637,46,MPO 358647,10/18/1977,675,C. T. Kowal
